CustomerID,Signup_Date,Churn_Date,Tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod,InternetService,TechSupport,StreamingTV,SeniorCitizen,Churn
CUST00786,12/23/2021,,28,35.11,1263.96,Month-to-month,Mailed Check,No service,Yes,Yes,1,0
CUST00787,2/18/2022,,58,22.32,1316.88,Month-to-month,Credit Card,Fiber optic,No,No,0,0
CUST00788,5/4/2022,,25,37.94,2200.52,Month-to-month,Electronic Check,No service,No,No,1,0
CUST00789,10/11/2020,,55,68.78,4126.8,One year,Mailed Check,DSL,Yes,No,0,0
CUST00790,3/27/2023,,23,60.27,1747.83,Month-to-month,Credit Card,Fiber optic,No,No,0,0
CUST00791,12/31/2023,,30,26.44,1057.6,Month-to-month,Mailed Check,Fiber optic,No,Yes,0,0
CUST00792,6/25/2021,,17,65.65,2429.05,Month-to-month,Credit Card,No service,Yes,No,1,0
CUST00793,6/8/2022,,14,52.7,1581,Two year,Credit Card,DSL,No,No,1,0
CUST00794,7/28/2023,1/13/2026,30,21.83,654.9,Two year,Mailed Check,Fiber optic,No,Yes,1,1
CUST00795,1/13/2023,9/4/2024,20,68.79,1375.8,One year,Credit Card,DSL,No,Yes,1,1
CUST00796,1/1/2024,8/13/2027,44,33.32,1466.08,Month-to-month,PayPal,No service,Yes,Yes,0,1
CUST00797,10/30/2021,,34,70.04,2731.56,Month-to-month,Credit Card,DSL,No,No,1,0
CUST00798,5/23/2021,9/29/2025,53,74.75,3961.75,Month-to-month,PayPal,No service,No,Yes,0,1
CUST00799,8/29/2023,,40,96.15,5769,One year,Mailed Check,DSL,No,No,1,0
CUST00800,1/27/2022,,26,21.82,567.32,One year,PayPal,Fiber optic,No,No,1,0
CUST00801,7/2/2021,8/15/2024,38,68.11,2588.18,Month-to-month,Electronic Check,Fiber optic,No,No,1,1
CUST00802,11/22/2019,6/19/2020,7,83.19,582.33,Month-to-month,Credit Card,Fiber optic,Yes,Yes,0,1
CUST00803,3/4/2023,,1,51.15,767.25,One year,Electronic Check,DSL,No,No,0,0
CUST00804,10/31/2023,7/17/2026,33,60.91,2010.03,Month-to-month,Mailed Check,Fiber optic,Yes,Yes,1,1
CUST00805,8/30/2021,,43,35.44,1842.88,One year,PayPal,Fiber optic,Yes,Yes,1,0
CUST00806,7/10/2021,,54,93.06,5025.24,One year,Mailed Check,Fiber optic,Yes,No,0,0
CUST00807,6/14/2020,,54,56.62,3114.1,One year,Credit Card,DSL,No,Yes,1,0
CUST00808,3/20/2023,,24,77.84,2101.68,One year,PayPal,Fiber optic,Yes,No,1,0
CUST00809,5/21/2020,5/6/2023,36,39.15,1409.4,Two year,Credit Card,Fiber optic,Yes,Yes,1,1
CUST00810,9/17/2023,,42,57.77,2599.65,Two year,Credit Card,Fiber optic,No,Yes,0,0
CUST00811,7/29/2022,10/11/2025,39,77.02,3003.78,One year,Mailed Check,DSL,No,No,0,1
CUST00812,7/21/2020,,39,35.98,1403.22,Month-to-month,PayPal,Fiber optic,Yes,Yes,1,0
CUST00813,4/18/2023,,19,30.61,1775.38,Month-to-month,Credit Card,Fiber optic,Yes,No,0,0
CUST00814,5/12/2023,,20,25.19,1083.17,Month-to-month,Credit Card,DSL,No,No,0,0
CUST00815,12/3/2021,7/15/2025,44,22.47,988.68,Two year,Mailed Check,Fiber optic,Yes,No,1,1
CUST00816,9/19/2021,,7,66.21,2118.72,Month-to-month,Credit Card,DSL,No,Yes,1,0
CUST00817,7/7/2022,,31,56.74,2610.04,One year,Credit Card,DSL,No,Yes,1,0
CUST00818,5/4/2020,10/1/2020,5,74.69,373.45,Month-to-month,Electronic Check,Fiber optic,No,Yes,0,1
CUST00819,7/16/2020,,22,55.49,3218.42,One year,Mailed Check,DSL,No,No,0,0
CUST00820,6/19/2021,,18,39.35,2282.3,One year,Mailed Check,Fiber optic,Yes,No,1,0
CUST00821,6/8/2019,,41,34.15,1878.25,One year,Electronic Check,Fiber optic,No,No,1,0
CUST00822,1/1/2023,9/22/2024,21,56.91,1195.11,Month-to-month,PayPal,Fiber optic,Yes,No,1,1
CUST00823,8/8/2020,3/15/2025,56,71.31,3993.36,One year,PayPal,Fiber optic,No,No,0,1
CUST00824,4/25/2020,,18,84.29,3455.89,Month-to-month,Mailed Check,Fiber optic,Yes,Yes,0,0
CUST00825,7/10/2020,12/2/2021,17,87.03,1479.51,One year,PayPal,No service,No,No,1,1
CUST00826,11/18/2020,,42,89.77,4937.35,Month-to-month,Credit Card,DSL,No,No,1,0
CUST00827,10/16/2020,,46,92.71,5562.6,Month-to-month,Electronic Check,DSL,Yes,No,0,0
CUST00828,1/11/2022,10/17/2026,58,39.59,2296.22,One year,Credit Card,Fiber optic,No,No,0,1
CUST00829,6/15/2019,,42,77.76,3965.76,Month-to-month,Electronic Check,Fiber optic,No,Yes,0,0
CUST00830,10/11/2019,6/2/2021,20,25.59,511.8,One year,Electronic Check,DSL,No,No,0,1
CUST00831,11/5/2019,11/29/2020,13,79.89,1038.57,One year,Credit Card,Fiber optic,Yes,No,1,1
CUST00832,4/18/2020,2/12/2021,10,74.56,745.6,One year,Credit Card,Fiber optic,Yes,No,0,1
CUST00833,2/23/2021,,34,52.51,2783.03,One year,Credit Card,Fiber optic,No,Yes,0,0
CUST00834,11/22/2022,,49,61.58,3079,Month-to-month,Electronic Check,Fiber optic,No,No,1,0
CUST00835,11/9/2019,,16,57.62,2247.18,Month-to-month,Mailed Check,Fiber optic,No,No,0,0
CUST00836,12/17/2022,,58,50.83,2998.97,One year,Credit Card,Fiber optic,No,No,1,0
CUST00837,3/14/2020,,4,82.64,3388.24,Month-to-month,Credit Card,Fiber optic,Yes,No,0,0
CUST00838,5/12/2019,,52,96.61,5506.77,One year,PayPal,DSL,No,No,0,0
CUST00839,4/29/2021,,55,90.67,5168.19,Two year,Credit Card,DSL,No,No,1,0
CUST00840,4/14/2021,7/22/2025,52,62.99,3275.48,Two year,PayPal,DSL,No,No,1,1
CUST00841,11/8/2020,,52,77.26,4326.56,Month-to-month,Mailed Check,Fiber optic,No,Yes,1,0
CUST00842,1/16/2022,,39,68.56,3565.12,Two year,Electronic Check,DSL,Yes,Yes,0,0
CUST00843,8/12/2021,,26,99.14,3668.18,One year,Credit Card,Fiber optic,Yes,No,0,0
CUST00844,5/1/2021,,43,77.18,3859,One year,PayPal,Fiber optic,No,No,1,0
CUST00845,5/8/2019,1/27/2021,21,55.08,1156.68,Two year,Mailed Check,Fiber optic,Yes,Yes,0,1
CUST00846,2/28/2020,,44,86.22,4483.44,Month-to-month,Electronic Check,DSL,Yes,Yes,0,0
CUST00847,9/2/2023,,9,24.78,966.42,Month-to-month,Electronic Check,DSL,No,No,0,0
CUST00848,5/10/2021,3/20/2025,47,84.93,3991.71,Month-to-month,Electronic Check,DSL,Yes,Yes,1,1
CUST00849,3/8/2021,,2,86.26,4744.3,Month-to-month,Electronic Check,No service,Yes,Yes,1,0
CUST00850,4/26/2023,,42,78.01,3510.45,Two year,Electronic Check,Fiber optic,Yes,Yes,0,0
CUST00851,4/11/2022,,32,23.19,834.84,Month-to-month,PayPal,Fiber optic,No,No,0,0
CUST00852,11/25/2022,6/17/2024,19,51.95,987.05,One year,Electronic Check,DSL,Yes,Yes,0,1
CUST00853,2/10/2019,,17,94.19,3108.27,Month-to-month,Credit Card,No service,No,Yes,1,0
CUST00854,10/21/2023,,59,70.34,4220.4,Two year,Credit Card,DSL,No,No,1,0
CUST00855,12/9/2023,,27,55.2,2980.8,Two year,PayPal,Fiber optic,Yes,Yes,1,0
CUST00856,4/17/2023,,26,82.99,2157.74,Month-to-month,Electronic Check,Fiber optic,No,No,0,0
CUST00857,3/25/2022,,25,28.29,905.28,Month-to-month,Credit Card,DSL,No,No,0,0
CUST00858,2/18/2021,,48,87.77,4212.96,Month-to-month,Credit Card,DSL,No,No,0,0
CUST00859,9/3/2021,12/2/2021,3,80.64,241.92,Month-to-month,PayPal,DSL,No,No,1,1
CUST00860,1/13/2019,,38,66.38,3650.9,One year,Electronic Check,No service,No,No,0,0
CUST00861,12/21/2020,,46,83.33,3833.18,Month-to-month,Credit Card,Fiber optic,No,Yes,1,0
CUST00862,9/3/2020,,37,77.76,3110.4,Month-to-month,Electronic Check,No service,Yes,Yes,1,0
CUST00863,3/24/2023,,53,49.32,2663.28,One year,Mailed Check,No service,Yes,Yes,1,0
CUST00864,3/9/2021,4/3/2022,13,72.52,942.76,One year,Electronic Check,DSL,Yes,No,0,1
CUST00865,10/14/2023,,22,31.36,752.64,One year,PayPal,Fiber optic,No,No,1,0
CUST00866,1/1/2024,,47,39.45,1972.5,One year,PayPal,DSL,No,No,0,0
CUST00867,9/8/2023,,46,58.61,2696.06,Two year,Electronic Check,Fiber optic,Yes,No,1,0
CUST00868,5/8/2021,,15,41.16,1687.56,Two year,Mailed Check,Fiber optic,Yes,Yes,1,0
CUST00869,1/7/2022,,44,46.4,2366.4,Month-to-month,PayPal,Fiber optic,Yes,No,0,0
CUST00870,3/11/2023,,35,75.5,2869,Two year,Mailed Check,Fiber optic,No,No,0,0
CUST00871,2/13/2023,6/27/2026,41,56.66,2323.06,Month-to-month,Electronic Check,Fiber optic,Yes,Yes,0,1
CUST00872,1/23/2022,4/2/2026,51,76.73,3913.23,Month-to-month,PayPal,Fiber optic,Yes,Yes,0,1
CUST00873,6/27/2023,,31,80.2,3609,Two year,Mailed Check,DSL,Yes,No,1,0
CUST00874,5/20/2022,3/25/2027,59,80.56,4753.04,One year,Credit Card,Fiber optic,No,No,0,1
CUST00875,3/27/2020,,43,47.4,2607,One year,Mailed Check,DSL,No,No,0,0
CUST00876,9/26/2021,,23,75.14,3005.6,Two year,PayPal,DSL,No,No,1,0
CUST00877,3/25/2020,,33,46.45,2647.65,Two year,Credit Card,DSL,Yes,No,1,0
CUST00878,7/12/2020,,20,56.03,1400.75,One year,Mailed Check,DSL,No,Yes,1,0
CUST00879,6/11/2021,,55,40.63,2356.54,One year,Mailed Check,Fiber optic,Yes,No,1,0
CUST00880,9/21/2021,,11,42.02,882.42,Month-to-month,PayPal,No service,Yes,No,1,0
CUST00881,3/1/2019,,54,22.86,1303.02,Month-to-month,Mailed Check,DSL,No,No,1,0
CUST00882,3/7/2021,,43,31.2,1840.8,Month-to-month,PayPal,Fiber optic,No,No,0,0
CUST00883,11/19/2020,7/26/2025,57,61.74,3519.18,Month-to-month,PayPal,Fiber optic,Yes,Yes,0,1
CUST00884,10/1/2022,9/15/2025,36,22.08,794.88,Month-to-month,Mailed Check,Fiber optic,No,No,1,1
CUST00885,10/22/2022,10/17/2023,12,90.41,1084.92,One year,Credit Card,No service,No,No,0,1
CUST00886,6/23/2023,,19,65.08,1366.68,Month-to-month,PayPal,DSL,No,Yes,1,0
CUST00887,4/8/2021,11/4/2021,7,77.1,539.7,Month-to-month,PayPal,Fiber optic,No,No,1,1
CUST00888,1/23/2023,8/10/2025,31,44.53,1380.43,Month-to-month,Electronic Check,Fiber optic,No,Yes,1,1
CUST00889,12/5/2019,8/31/2020,9,77.27,695.43,Two year,Mailed Check,DSL,Yes,Yes,0,1
CUST00890,9/18/2023,8/28/2027,48,65.41,3139.68,Month-to-month,Mailed Check,DSL,Yes,No,0,1
CUST00891,8/15/2021,,17,44.38,2263.38,One year,Mailed Check,Fiber optic,Yes,No,1,0
CUST00892,9/19/2019,,47,77.05,3621.35,One year,Mailed Check,Fiber optic,No,No,1,0
CUST00893,6/28/2022,,52,73.86,4431.6,One year,Electronic Check,Fiber optic,No,No,0,0
CUST00894,12/29/2021,,36,32.36,1262.04,One year,Mailed Check,DSL,No,No,0,0
CUST00895,2/25/2019,,49,84.42,5065.2,Month-to-month,Mailed Check,Fiber optic,No,No,1,0
CUST00896,3/17/2021,,59,30.28,1816.8,One year,Credit Card,Fiber optic,No,No,0,0
CUST00897,4/27/2022,4/22/2023,12,68.6,823.2,Two year,Mailed Check,DSL,No,No,1,1
CUST00898,3/1/2022,10/11/2025,44,88.73,3904.12,Month-to-month,PayPal,DSL,No,No,0,1
CUST00899,9/19/2022,6/25/2027,58,40.58,2353.64,Two year,PayPal,DSL,No,Yes,1,1
CUST00900,2/25/2019,,22,38.23,1911.5,Month-to-month,PayPal,Fiber optic,No,Yes,1,0
CUST00901,6/21/2019,12/2/2022,42,88.07,3698.94,Month-to-month,Mailed Check,DSL,Yes,Yes,1,1
CUST00902,8/9/2022,,6,66.66,799.92,Month-to-month,Electronic Check,DSL,No,Yes,0,0
CUST00903,5/27/2021,,15,31.87,764.88,One year,Mailed Check,DSL,No,Yes,1,0
CUST00904,10/5/2019,8/25/2021,23,20.97,482.31,Month-to-month,Electronic Check,Fiber optic,Yes,No,0,1
CUST00905,11/11/2023,,15,49.13,2554.76,One year,Mailed Check,Fiber optic,Yes,No,1,0
CUST00906,8/3/2021,,48,60.69,2913.12,One year,Electronic Check,Fiber optic,No,No,0,0
CUST00907,1/8/2020,8/14/2024,56,89.62,5018.72,Month-to-month,Mailed Check,DSL,No,No,0,1
CUST00908,4/13/2019,,20,61.35,1595.1,Month-to-month,PayPal,No service,No,Yes,1,0
CUST00909,6/16/2020,,27,58.16,2791.68,Two year,Electronic Check,Fiber optic,Yes,No,1,0
CUST00910,2/15/2021,4/25/2025,51,92,4692,Month-to-month,PayPal,No service,No,No,1,1
CUST00911,11/1/2020,7/8/2025,57,97.79,5574.03,One year,PayPal,DSL,No,No,0,1
CUST00912,3/9/2020,,22,71.51,1787.75,Month-to-month,Electronic Check,Fiber optic,No,No,1,0
CUST00913,7/20/2021,,24,66.97,3549.41,Month-to-month,PayPal,Fiber optic,No,Yes,0,0
CUST00914,10/31/2020,,17,60.09,1321.98,Two year,PayPal,Fiber optic,Yes,Yes,1,0
CUST00915,11/22/2020,,38,61.87,2722.28,Month-to-month,Mailed Check,Fiber optic,Yes,No,0,0
CUST00916,4/8/2023,,19,50.24,2562.24,Month-to-month,Mailed Check,DSL,Yes,No,1,0
CUST00917,12/7/2023,,30,94.09,2916.79,Month-to-month,Electronic Check,DSL,No,No,1,0
CUST00918,2/15/2021,,55,71.87,4168.46,One year,Electronic Check,Fiber optic,No,Yes,1,0
CUST00919,7/23/2020,3/20/2021,8,89.66,717.28,One year,Credit Card,Fiber optic,Yes,No,0,1
CUST00920,3/21/2023,,31,58.56,2635.2,Month-to-month,PayPal,Fiber optic,No,No,1,0
CUST00921,8/31/2023,,4,58.72,587.2,One year,PayPal,DSL,No,No,0,0
CUST00922,5/13/2021,12/18/2025,56,50.39,2821.84,Month-to-month,Mailed Check,Fiber optic,No,Yes,1,1
CUST00923,5/31/2020,,41,73.5,3528,One year,PayPal,Fiber optic,No,No,1,0
CUST00924,9/6/2023,,38,25.18,982.02,Month-to-month,Credit Card,DSL,No,No,1,0
CUST00925,6/17/2019,,38,37.99,1975.48,Month-to-month,Mailed Check,DSL,No,Yes,1,0
CUST00926,8/21/2021,,40,36.51,1715.97,Month-to-month,Electronic Check,Fiber optic,Yes,No,0,0
CUST00927,2/9/2019,,5,32.01,832.26,Month-to-month,Electronic Check,Fiber optic,No,Yes,0,0
CUST00928,3/15/2023,9/30/2025,31,68.69,2129.39,Month-to-month,PayPal,Fiber optic,Yes,Yes,1,1
CUST00929,1/9/2022,,57,78.3,4463.1,Month-to-month,Electronic Check,Fiber optic,No,No,0,0
CUST00930,4/17/2019,,13,29.57,473.12,Month-to-month,Mailed Check,DSL,No,No,1,0
CUST00931,12/17/2020,,33,35.76,2109.84,Two year,Mailed Check,Fiber optic,Yes,Yes,1,0
CUST00932,4/4/2020,,8,59.9,1557.4,Two year,Electronic Check,DSL,Yes,No,0,0
CUST00933,8/24/2022,,56,65.55,3801.9,One year,PayPal,Fiber optic,Yes,No,0,0
CUST00934,5/21/2019,,44,71.09,4265.4,One year,Mailed Check,No service,Yes,No,1,0
CUST00935,5/19/2023,,25,20.98,881.16,Month-to-month,Credit Card,DSL,No,No,1,0
CUST00936,8/27/2022,,34,79.7,3905.3,One year,Mailed Check,Fiber optic,No,No,0,0
CUST00937,3/24/2019,11/13/2020,20,85.51,1710.2,Month-to-month,Credit Card,DSL,No,Yes,1,1
CUST00938,3/25/2023,6/12/2025,27,83.01,2241.27,Month-to-month,Mailed Check,Fiber optic,No,Yes,1,1
CUST00939,3/5/2019,7/3/2019,4,91.85,367.4,Month-to-month,Mailed Check,Fiber optic,No,Yes,0,1
CUST00940,5/21/2020,12/26/2024,56,79.31,4441.36,Month-to-month,Credit Card,DSL,No,No,0,1
CUST00941,2/13/2020,,55,49.08,2797.56,One year,Mailed Check,Fiber optic,Yes,No,0,0
CUST00942,9/15/2023,,10,22.63,497.86,Month-to-month,Credit Card,Fiber optic,No,Yes,0,0
CUST00943,2/11/2019,11/8/2019,9,70.11,630.99,Month-to-month,Electronic Check,Fiber optic,No,Yes,1,1
CUST00944,6/26/2022,,13,96.16,3654.08,Month-to-month,Mailed Check,Fiber optic,No,No,1,0
CUST00945,11/9/2019,,22,60.59,1999.47,One year,PayPal,DSL,Yes,Yes,0,0
CUST00946,5/3/2020,7/22/2022,27,41.72,1126.44,Month-to-month,PayPal,Fiber optic,No,No,1,1
CUST00947,9/16/2019,,37,96.93,3877.2,Month-to-month,Electronic Check,Fiber optic,No,No,1,0
CUST00948,8/27/2021,,58,87.73,5263.8,Month-to-month,Credit Card,DSL,No,Yes,0,0
CUST00949,10/3/2022,8/8/2027,59,63.02,3718.18,Month-to-month,Credit Card,DSL,No,No,1,1
CUST00950,8/23/2019,2/8/2022,30,26.36,790.8,Two year,PayPal,DSL,Yes,No,0,1
CUST00951,3/1/2022,,10,83.83,1844.26,One year,Electronic Check,Fiber optic,No,No,1,0
CUST00952,3/22/2020,12/12/2021,21,55.73,1170.33,Two year,Mailed Check,Fiber optic,Yes,Yes,1,1
CUST00953,8/10/2021,,56,61.84,3463.04,Month-to-month,Electronic Check,Fiber optic,No,No,1,0
CUST00954,12/3/2022,,46,39.58,1820.68,One year,Electronic Check,Fiber optic,No,No,1,0
CUST00955,6/8/2020,,12,83.78,4021.44,Month-to-month,Credit Card,Fiber optic,Yes,No,1,0
CUST00956,4/20/2023,,50,34.61,1938.16,One year,PayPal,DSL,No,Yes,1,0
CUST00957,1/25/2021,,6,94.91,1613.47,Month-to-month,PayPal,Fiber optic,No,Yes,0,0
CUST00958,12/10/2019,7/27/2022,32,88.6,2835.2,Month-to-month,Electronic Check,Fiber optic,No,Yes,0,1
CUST00959,5/25/2022,,22,38.27,1683.88,Month-to-month,PayPal,Fiber optic,Yes,No,0,0
CUST00960,5/28/2022,,41,77.39,4488.62,Month-to-month,Electronic Check,DSL,Yes,Yes,1,0
CUST00961,3/12/2023,3/6/2024,12,34.19,410.28,One year,Mailed Check,Fiber optic,No,No,1,1
CUST00962,1/11/2023,,21,98.35,5310.9,One year,Mailed Check,DSL,No,No,0,0
CUST00963,8/23/2019,,41,41.26,2145.52,Month-to-month,Mailed Check,Fiber optic,Yes,No,1,0
CUST00964,5/12/2023,9/9/2023,4,42.2,168.8,One year,Credit Card,Fiber optic,No,Yes,1,1
CUST00965,8/5/2023,,1,79.45,2304.05,Month-to-month,Electronic Check,DSL,No,No,0,0
CUST00966,12/2/2019,,29,78.67,4405.52,Month-to-month,Credit Card,Fiber optic,No,Yes,0,0
CUST00967,9/29/2020,,18,93.4,4203,Month-to-month,Credit Card,DSL,No,Yes,1,0
CUST00968,8/10/2019,,14,92.49,4809.48,Two year,PayPal,Fiber optic,No,No,1,0
CUST00969,3/31/2022,,49,30.6,1621.8,One year,Electronic Check,Fiber optic,No,No,0,0
CUST00970,2/22/2019,,50,44.22,2520.54,One year,Mailed Check,No service,Yes,Yes,0,0
CUST00971,9/30/2020,8/26/2021,11,36.62,402.82,Two year,Mailed Check,Fiber optic,No,No,0,1
CUST00972,3/25/2022,,37,39.52,1462.24,Two year,Credit Card,DSL,No,Yes,1,0
CUST00973,10/19/2022,10/28/2026,49,80.93,3965.57,Month-to-month,Mailed Check,DSL,No,No,1,1
CUST00974,2/7/2021,,11,58.18,1396.32,Month-to-month,Credit Card,No service,No,Yes,1,0
CUST00975,3/23/2021,,32,27.86,975.1,Month-to-month,Electronic Check,Fiber optic,Yes,Yes,1,0
CUST00976,1/4/2023,,51,90.53,5341.27,Month-to-month,Credit Card,DSL,No,No,0,0
CUST00977,2/11/2020,,49,24.09,1180.41,One year,Mailed Check,No service,Yes,No,0,0
CUST00978,6/5/2019,,50,83.2,4576,Two year,Mailed Check,DSL,No,Yes,1,0
CUST00979,4/27/2022,,6,25.84,465.12,One year,Credit Card,Fiber optic,No,Yes,1,0
CUST00980,11/15/2022,8/12/2023,9,58.26,524.34,Month-to-month,Electronic Check,DSL,No,No,1,1
CUST00981,8/29/2023,,40,55.35,2546.1,Month-to-month,Credit Card,Fiber optic,No,No,1,0
CUST00982,7/8/2022,10/25/2024,28,58.08,1626.24,Month-to-month,Mailed Check,Fiber optic,No,No,0,1
CUST00983,5/12/2020,,41,27.99,1679.4,Month-to-month,Electronic Check,DSL,No,No,1,0
CUST00984,7/28/2019,,28,67.15,3558.95,Month-to-month,Mailed Check,DSL,No,Yes,1,0
CUST00985,11/28/2022,,26,67.86,2442.96,Two year,Electronic Check,DSL,No,No,1,0
CUST00986,5/2/2023,,28,44,2464,Month-to-month,Credit Card,Fiber optic,No,No,1,0
CUST00987,9/9/2020,,31,20.77,1246.2,Two year,Electronic Check,Fiber optic,No,No,1,0
CUST00988,10/8/2023,10/27/2025,25,54.38,1359.5,One year,PayPal,DSL,Yes,No,0,1
CUST00989,11/2/2022,12/2/2022,1,92.4,92.4,Month-to-month,Mailed Check,Fiber optic,No,Yes,0,1
CUST00990,5/14/2022,,3,77.6,1474.4,Two year,Electronic Check,Fiber optic,Yes,No,1,0
CUST00991,7/8/2023,,35,55.41,2659.68,One year,Electronic Check,DSL,No,No,0,0
CUST00992,9/5/2019,,13,71.41,2713.58,One year,PayPal,Fiber optic,No,Yes,1,0
CUST00993,6/19/2023,,47,67.12,3557.36,Two year,Mailed Check,DSL,No,No,1,0
CUST00994,3/5/2022,,24,70.79,2336.07,Month-to-month,Electronic Check,Fiber optic,No,Yes,1,0
CUST00995,5/22/2023,,1,80.44,482.64,Two year,Credit Card,Fiber optic,No,No,1,0
CUST00996,3/26/2019,,58,99.38,5863.42,Month-to-month,Credit Card,DSL,No,Yes,0,0
CUST00997,12/12/2020,9/3/2022,21,40.14,842.94,Two year,Credit Card,No service,No,Yes,1,1
CUST00998,12/27/2021,1/5/2026,49,52.57,2575.93,One year,Electronic Check,Fiber optic,No,No,1,1
CUST00999,5/27/2021,11/2/2025,54,41.66,2249.64,Month-to-month,Electronic Check,DSL,No,No,0,1
CUST01000,9/16/2022,7/2/2025,34,70.49,2396.66,Two year,Mailed Check,Fiber optic,No,Yes,0,1
CUST01001,1/28/2021,,13,46.29,2314.5,Month-to-month,Credit Card,Fiber optic,No,No,0,0
CUST01002,5/22/2019,,2,58.66,351.96,Month-to-month,Mailed Check,Fiber optic,No,No,1,0
CUST01003,11/2/2021,,44,42.7,2562,Month-to-month,Electronic Check,Fiber optic,Yes,No,1,0
CUST01004,8/19/2022,,1,71.62,1145.92,Month-to-month,PayPal,Fiber optic,Yes,Yes,0,0
CUST01005,11/29/2020,,41,41.14,1851.3,One year,Mailed Check,Fiber optic,No,Yes,1,0
CUST01006,1/26/2019,,47,62.58,3629.64,Month-to-month,Electronic Check,DSL,No,No,1,0
CUST01007,10/6/2023,,16,47.29,2175.34,Month-to-month,PayPal,Fiber optic,No,Yes,1,0
CUST01008,5/10/2021,8/3/2022,15,74.23,1113.45,Month-to-month,Mailed Check,Fiber optic,No,No,1,1
CUST01009,8/12/2023,,45,60.24,2710.8,Month-to-month,Electronic Check,Fiber optic,No,Yes,1,0
CUST01010,9/30/2021,,57,70.07,3993.99,Month-to-month,PayPal,DSL,No,No,1,0
CUST01011,8/5/2019,6/25/2021,23,28.92,665.16,Month-to-month,PayPal,DSL,No,No,0,1
CUST01012,6/6/2021,1/27/2023,20,80.53,1610.6,Month-to-month,Electronic Check,Fiber optic,Yes,No,0,1
CUST01013,1/11/2021,,9,34.57,414.84,Two year,Mailed Check,DSL,Yes,No,0,0
CUST01014,7/25/2022,,7,20.52,492.48,Two year,Credit Card,Fiber optic,No,No,1,0
CUST01015,12/31/2023,1/19/2026,25,91.47,2286.75,Month-to-month,Credit Card,DSL,Yes,Yes,1,1
CUST01016,8/25/2023,5/11/2026,33,60.76,2005.08,Month-to-month,Mailed Check,DSL,No,No,0,1
CUST01017,7/30/2021,,38,59.66,2983,Month-to-month,PayPal,Fiber optic,Yes,No,1,0
CUST01018,12/19/2022,,20,34.3,1577.8,Month-to-month,Electronic Check,Fiber optic,No,No,0,0
CUST01019,11/10/2019,,11,80.84,3071.92,One year,Electronic Check,Fiber optic,Yes,No,1,0
CUST01020,6/10/2021,11/7/2021,5,73.84,369.2,Month-to-month,Mailed Check,DSL,No,No,0,1
CUST01021,12/27/2019,,53,27.57,1488.78,Month-to-month,Mailed Check,DSL,No,Yes,1,0
CUST01022,2/11/2023,,3,88.96,1957.12,Month-to-month,Mailed Check,Fiber optic,Yes,Yes,0,0
CUST01023,12/4/2021,,20,47.39,1942.99,Month-to-month,Mailed Check,DSL,No,No,1,0
CUST01024,8/25/2022,,19,74.96,4422.64,Month-to-month,Credit Card,DSL,No,No,0,0
CUST01025,7/7/2020,,30,85.8,4118.4,One year,Mailed Check,Fiber optic,No,No,1,0
CUST01026,6/15/2022,4/25/2026,47,35.49,1668.03,Month-to-month,PayPal,DSL,No,Yes,0,1
CUST01027,7/14/2023,4/29/2026,34,28.7,975.8,Month-to-month,Credit Card,Fiber optic,No,Yes,1,1
CUST01028,1/7/2022,,39,38.54,1503.06,One year,Credit Card,DSL,No,Yes,1,0
CUST01029,5/6/2023,,34,44.58,2585.64,Two year,Electronic Check,DSL,No,Yes,0,0
CUST01030,9/17/2021,7/9/2023,22,44.43,977.46,One year,Mailed Check,DSL,No,No,0,1
CUST01031,8/10/2021,11/28/2023,28,81.31,2276.68,One year,Credit Card,DSL,No,Yes,0,1
CUST01032,6/11/2021,,57,57.75,3291.75,Two year,Credit Card,DSL,Yes,Yes,1,0
CUST01033,8/19/2023,,44,74.78,3514.66,Two year,PayPal,DSL,No,No,0,0
CUST01034,2/6/2023,,9,94.2,1130.4,One year,Mailed Check,DSL,Yes,Yes,1,0
CUST01035,4/28/2022,,22,36.82,1841,Month-to-month,Mailed Check,Fiber optic,Yes,Yes,1,0
CUST01036,7/3/2020,,58,73.75,4425,One year,Mailed Check,DSL,No,No,1,0
CUST01037,10/22/2020,6/9/2023,32,45.9,1468.8,Two year,Mailed Check,DSL,No,Yes,0,1
CUST01038,10/11/2023,8/31/2025,23,35.35,813.05,Two year,Electronic Check,DSL,No,No,1,1
CUST01039,5/17/2020,,49,51.7,2895.2,One year,PayPal,DSL,No,No,0,0
CUST01040,8/29/2023,,13,33.74,1855.7,One year,Credit Card,DSL,No,No,0,0
CUST01041,6/27/2019,5/22/2020,11,32.64,359.04,Two year,PayPal,DSL,Yes,No,1,1
CUST01042,7/25/2020,5/30/2025,59,73.01,4307.59,One year,Electronic Check,DSL,No,Yes,0,1
CUST01043,12/11/2023,,59,46.05,2763,Month-to-month,PayPal,Fiber optic,No,No,1,0
CUST01044,7/12/2021,10/19/2025,52,61.32,3188.64,Two year,Electronic Check,DSL,Yes,Yes,1,1
CUST01045,5/14/2020,,26,57.9,1910.7,Month-to-month,Credit Card,Fiber optic,Yes,No,1,0
CUST01046,3/17/2023,5/16/2023,2,67.62,135.24,Two year,PayPal,Fiber optic,No,Yes,0,1
CUST01047,8/9/2021,,15,53.35,1653.85,Month-to-month,PayPal,DSL,No,No,1,0
